ShipmentID,WeightKG,ShipmentType,DeliveryTimeHours
67548,8.11,Air,115
67549,1.71,Air,69
67550,46.53,Sea,94
67551,37.1,Sea,85
67552,1.53,Land,24
67553,34.54,Sea,87
67554,6.92,Land,32
67555,36.34,Air,58
67556,25.51,Land,184
67557,48.9,Sea,20
67558,21.9,Air,130
67559,37.57,Sea,73
67560,2.54,Air,45
67561,46.81,Sea,15
67562,28.34,Sea,130
67563,16.05,Air,193
67564,6.78,Air,175
67565,32.22,Air,85
67566,37.44,Land,73
67567,4.72,Land,41
67568,8.65,Sea,91
67569,19.58,Sea,166
67570,42.66,Air,52
67571,49.16,Sea,121
67572,37.38,Air,50
67573,0.78,Air,20
67574,45.22,Sea,86
67575,1.81,Air,17
67576,44.91,Sea,62
67577,20.81,Air,50
67578,37.22,Land,66
67579,4.81,Air,63
67580,8.66,Sea,79
67581,22.81,Land,113
67582,2.41,Sea,137
67583,19.79,Air,161
67584,37.72,Air,173
67585,32.91,Sea,161
67586,17.91,Sea,132
67587,0.94,Land,123
67588,13.85,Land,193
67589,38.92,Land,137
67590,17.36,Sea,93
67591,19.19,Sea,104
67592,4.17,Sea,119
67593,30.28,Sea,74
67594,31.28,Sea,121
67595,21.83,Air,151
67596,38.15,Air,107
67597,43.9,Air,127
67598,37.65,Land,1
67599,27.44,Air,112
67600,46.82,Sea,144
67601,19.42,Air,70
67602,32.91,Sea,147
67603,28.97,Air,162
67604,42.16,Land,113
67605,25.23,Sea,81
67606,27.9,Sea,60
67607,22.96,Air,63
67608,7.46,Air,188
67609,44.38,Land,49
67610,43.16,Sea,75
67611,35.27,Air,93
67612,17.72,Air,60
67613,18.08,Sea,28
67614,2.28,Land,77
67615,4.34,Sea,132
67616,25.93,Sea,180
67617,2.97,Land,80
67618,5.41,Sea,54
67619,12.93,Sea,162
67620,19.0,Air,16
67621,24.72,Land,84
67622,16.56,Land,102
67623,47.06,Land,35
67624,47.57,Air,36
67625,3.27,Land,81
67626,49.28,Sea,165
67627,9.06,Sea,87
67628,16.9,Sea,174
67629,41.93,Land,182
67630,34.54,Land,35
67631,3.38,Land,183
67632,38.84,Air,134
67633,33.33,Air,65
67634,47.55,Sea,127
67635,45.55,Sea,104
67636,48.77,Land,193
67637,23.02,Land,3
67638,35.47,Land,45
67639,48.11,Air,179
67640,0.6,Sea,79
67641,39.55,Sea,98
67642,3.17,Air,25
67643,49.95,Land,81
67644,1.19,Land,55
67645,27.96,Land,66
67646,26.29,Sea,6
67647,15.58,Sea,151
67648,36.75,Land,50
67649,13.22,Air,77
67650,14.89,Land,97
67651,9.43,Air,138
67652,35.85,Sea,35
67653,8.92,Sea,86
67654,44.93,Sea,77
67655,14.75,Sea,197
67656,26.17,Land,70
67657,24.02,Sea,105
67658,35.27,Air,140
67659,12.08,Land,87
67660,42.01,Land,177
67661,37.03,Land,107
67662,17.46,Land,47
67663,6.45,Air,93
67664,25.49,Sea,95
67665,49.04,Air,2
67666,1.7,Land,146
67667,42.32,Air,24
67668,35.14,Air,14
67669,9.57,Land,38
67670,24.08,Air,41
67671,31.57,Land,34
67672,34.99,Sea,68
67673,46.11,Sea,72
67674,43.72,Land,166
67675,16.76,Air,91
67676,6.44,Air,191
67677,5.66,Land,30
67678,48.45,Land,67
67679,47.81,Land,39
67680,41.07,Sea,157
67681,49.03,Land,42
67682,14.07,Air,177
67683,41.37,Land,88
67684,25.36,Land,92
67685,40.06,Air,95
67686,30.74,Air,19
67687,42.39,Air,157
67688,20.17,Land,33
67689,49.46,Sea,39
67690,11.35,Land,165
67691,33.79,Sea,141
67692,40.23,Air,145
67693,29.49,Land,136
67694,14.87,Air,45
67695,28.28,Air,35
67696,25.48,Land,145
67697,9.91,Air,19
67698,38.28,Land,50
67699,13.73,Air,77
67700,41.69,Land,150
67701,11.11,Land,84
67702,25.36,Land,164
67703,34.91,Air,31
67704,49.79,Land,18
67705,13.91,Air,148
67706,31.96,Air,190
67707,8.09,Air,34
67708,41.07,Land,22
67709,43.14,Land,122
67710,44.45,Air,178
67711,47.3,Land,72
67712,18.11,Air,150
67713,33.49,Air,131
67714,16.13,Air,173
67715,40.29,Sea,130
67716,21.07,Air,154
67717,27.97,Land,187
67718,7.08,Air,1
67719,42.6,Sea,125
67720,24.41,Sea,53
67721,32.2,Sea,185
67722,33.63,Air,80
67723,14.08,Land,43
67724,39.85,Sea,146
67725,41.73,Air,167
67726,26.03,Land,31
67727,45.17,Air,46
67728,8.46,Sea,1
67729,21.01,Land,174
67730,2.69,Land,129
67731,20.23,Land,56
67732,49.85,Sea,46
67733,23.43,Land,88
67734,21.25,Land,183
67735,34.55,Land,56
67736,2.91,Air,78
67737,18.01,Land,23
67738,26.89,Air,48
67739,24.46,Land,190
67740,32.3,Land,136
67741,7.38,Air,66
67742,20.43,Land,5
67743,31.86,Air,38
67744,15.43,Sea,97
67745,30.84,Air,132
67746,47.94,Sea,167
67747,46.55,Land,8
67748,36.41,Air,93
67749,9.29,Sea,93
67750,39.32,Air,37
67751,22.61,Air,166
67752,47.61,Air,120
67753,30.77,Sea,111
67754,11.27,Sea,188
67755,15.97,Sea,140
67756,16.29,Land,104
67757,14.18,Air,112
67758,38.71,Land,59
67759,17.17,Sea,111
67760,10.18,Land,19
67761,30.01,Sea,67
67762,23.51,Land,168
67763,1.6,Air,23
67764,14.32,Air,144
67765,2.39,Air,156
67766,38.47,Air,50
67767,47.58,Sea,140
67768,25.26,Air,44
67769,28.13,Land,115
67770,42.33,Air,18
67771,1.44,Land,60
67772,8.54,Land,168
67773,32.89,Sea,87
67774,37.22,Sea,143
67775,31.5,Land,182
67776,46.99,Sea,127
67777,19.92,Sea,195
67778,27.98,Sea,63
67779,47.84,Sea,123
67780,45.03,Air,183
67781,2.02,Air,168
67782,17.93,Land,138
67783,37.08,Land,55
67784,0.54,Land,96
67785,43.22,Sea,9
67786,25.35,Air,73
67787,4.79,Land,191
67788,22.4,Air,109
67789,24.88,Land,61
67790,18.66,Sea,59
67791,22.99,Air,86
67792,44.62,Land,66
67793,16.54,Air,63
67794,48.07,Air,45
67795,34.51,Sea,122
67796,44.85,Air,33
67797,10.84,Sea,75
67798,24.85,Air,26
67799,28.49,Sea,158
67800,4.72,Air,16
67801,24.94,Land,184
67802,43.12,Sea,138
67803,3.08,Air,186
67804,32.29,Sea,133
67805,49.44,Sea,157
67806,26.61,Sea,39
67807,15.52,Land,128
67808,29.45,Air,112
67809,27.3,Land,144
67810,5.71,Sea,128
67811,11.11,Air,41
67812,33.64,Sea,112
67813,29.83,Air,44
67814,17.54,Sea,37
67815,48.94,Land,9
67816,32.42,Sea,34
67817,11.93,Sea,193
67818,23.82,Air,82
67819,35.72,Land,19
67820,33.76,Sea,50
67821,12.69,Land,81
67822,32.57,Land,167
67823,16.98,Air,85
67824,23.15,Air,16
67825,33.62,Air,162
67826,29.26,Land,47
67827,35.78,Sea,84
67828,19.4,Air,38
67829,37.72,Land,67
67830,1.28,Land,74
67831,9.8,Sea,160
67832,48.67,Land,172
67833,4.79,Air,124
67834,33.26,Air,191
67835,45.88,Air,14
67836,43.05,Air,35
67837,45.68,Air,154
67838,49.2,Land,132
67839,18.19,Air,66
67840,16.84,Air,129
67841,6.48,Air,114
67842,10.47,Air,130
67843,32.82,Sea,54
67844,16.89,Land,132
67845,17.39,Land,94
67846,32.47,Air,68
67847,5.68,Sea,20
67848,3.27,Sea,101
67849,40.24,Sea,191
67850,39.6,Air,87
67851,19.56,Sea,156
67852,29.86,Sea,21
67853,12.28,Air,167
67854,18.7,Air,174
67855,2.3,Sea,185
67856,14.04,Land,91
67857,1.31,Air,135
67858,21.49,Land,19
67859,26.23,Land,133
67860,25.02,Land,183
67861,17.37,Air,96
67862,10.74,Land,173
67863,22.99,Air,101
67864,43.56,Air,111
67865,49.17,Land,94
67866,15.98,Sea,169
67867,48.73,Sea,170
67868,22.01,Air,160
67869,30.86,Land,174
67870,40.28,Land,132
67871,18.29,Sea,6
67872,10.81,Land,195
67873,14.02,Air,130
67874,42.01,Air,149
67875,46.76,Land,94
67876,6.86,Sea,91
67877,34.88,Land,142
67878,2.23,Air,29
67879,43.81,Air,144
67880,42.91,Air,113
67881,38.84,Sea,108
67882,41.31,Air,124
67883,30.42,Air,50
67884,7.79,Land,132
67885,45.77,Land,185
67886,7.48,Sea,16
67887,11.65,Sea,139
67888,21.91,Land,191
67889,25.15,Air,95
67890,5.27,Air,184
67891,38.2,Air,29
67892,7.3,Land,175
67893,32.91,Air,38
67894,22.87,Land,38
67895,40.64,Sea,92
67896,15.13,Air,99
67897,41.91,Land,97
67898,12.99,Air,72
67899,28.93,Land,112
67900,24.56,Air,54
67901,17.95,Sea,197
67902,1.08,Sea,102
67903,20.19,Land,120
67904,6.36,Land,153
67905,11.65,Sea,9
67906,34.57,Land,149
67907,28.78,Sea,55
67908,26.59,Air,66
67909,28.42,Sea,101
67910,6.44,Air,70
67911,8.65,Land,20
67912,27.37,Sea,78
67913,20.64,Air,131
67914,23.43,Sea,108
67915,44.02,Air,105
67916,9.67,Land,44
67917,45.58,Land,169
67918,42.95,Sea,153
67919,45.14,Air,51
67920,32.25,Land,15
67921,43.26,Air,106
67922,49.56,Land,156
67923,23.84,Air,187
67924,43.16,Air,68
67925,45.23,Air,90
67926,15.83,Air,45
67927,22.41,Land,193
67928,28.9,Air,106
67929,17.78,Air,29
67930,16.45,Sea,156
67931,19.35,Land,35
67932,21.48,Sea,13
67933,12.99,Sea,179
67934,23.93,Air,197
67935,39.05,Sea,14
67936,31.41,Air,73
67937,19.3,Sea,196
67938,8.23,Land,194
67939,41.29,Land,78
67940,25.81,Sea,3
67941,48.58,Sea,4
67942,13.01,Land,173
67943,9.19,Air,199
67944,0.9,Sea,15
67945,4.59,Air,180
67946,19.58,Air,196
67947,10.31,Air,112
67948,2.38,Land,76
67949,11.66,Land,187
67950,36.57,Sea,17
67951,36.92,Sea,17
67952,7.91,Land,6
67953,46.86,Air,179
67954,8.37,Sea,172
67955,4.92,Sea,48
67956,8.57,Land,131
67957,7.46,Sea,12
67958,31.77,Sea,54
67959,8.23,Sea,52
67960,31.9,Air,162
67961,14.19,Land,65
67962,12.8,Air,133
67963,44.91,Land,70
67964,11.11,Air,15
67965,43.3,Sea,62
67966,15.52,Air,52
67967,49.57,Air,149
67968,49.06,Land,64
67969,41.47,Sea,112
67970,43.47,Land,34
67971,41.25,Sea,54
67972,31.67,Sea,8
67973,40.55,Sea,133
67974,31.6,Air,90
67975,42.19,Air,21
67976,46.81,Sea,107
67977,37.79,Land,87
67978,48.25,Land,87
67979,22.69,Air,92
67980,46.31,Land,71
67981,11.7,Sea,93
67982,2.05,Land,183
67983,6.84,Sea,155
67984,8.43,Land,183
67985,41.31,Air,21
67986,20.35,Land,162
67987,12.04,Air,145
67988,40.71,Land,6
67989,10.51,Air,129
67990,4.35,Land,119
67991,23.58,Sea,137
67992,3.94,Land,42
67993,14.31,Land,86
67994,35.17,Land,166
67995,19.04,Sea,1
67996,4.83,Sea,28
67997,20.45,Air,74
67998,25.9,Land,93
67999,12.89,Sea,110
68000,8.96,Air,78
68001,38.2,Land,120
68002,3.86,Sea,174
68003,47.86,Sea,141
68004,0.88,Land,66
68005,32.74,Sea,148
68006,7.11,Air,66
68007,27.58,Air,18
68008,9.77,Sea,69
68009,2.2,Sea,154
68010,43.06,Sea,68
68011,21.48,Air,121
68012,14.12,Air,4
68013,47.39,Sea,173
68014,4.56,Air,57
68015,17.75,Land,139
68016,9.28,Air,66
68017,49.56,Sea,9
68018,27.53,Air,77
68019,40.7,Land,120
68020,8.59,Sea,62
68021,15.57,Air,170
68022,31.17,Land,144
68023,9.31,Air,37
68024,25.25,Land,29
68025,46.61,Land,160
68026,46.55,Air,82
68027,18.07,Sea,91
68028,26.05,Land,78
68029,10.32,Sea,9
68030,48.94,Land,98
68031,26.23,Land,11
68032,10.71,Land,151
68033,42.32,Sea,153
68034,21.31,Air,104
68035,31.99,Land,7
68036,42.26,Air,161
68037,15.81,Land,183
68038,29.11,Land,6
68039,3.28,Land,4
68040,12.11,Land,81
68041,7.37,Air,17
68042,32.39,Air,28
68043,13.11,Sea,101
68044,38.12,Land,130
68045,38.18,Air,95
68046,39.32,Air,37
68047,7.07,Air,137
68048,26.54,Air,58
68049,34.12,Sea,111
68050,16.48,Land,82
68051,13.37,Land,82
68052,36.04,Land,139
68053,17.89,Air,174
68054,12.82,Land,60
68055,28.36,Sea,13
68056,31.21,Sea,34
68057,38.95,Air,94
68058,2.53,Air,19
68059,9.14,Land,64
68060,38.97,Sea,155
68061,26.83,Air,128
68062,40.4,Land,112
68063,22.7,Sea,158
68064,23.24,Air,111
68065,19.19,Air,147
68066,34.71,Land,59
68067,29.72,Air,124
68068,19.94,Air,155
68069,9.78,Land,162
68070,0.62,Air,37
68071,5.02,Air,16
68072,5.84,Air,100
68073,28.68,Air,188
68074,38.08,Land,181
68075,23.12,Land,67
68076,21.01,Land,40
68077,7.04,Sea,2
68078,45.1,Air,37
68079,36.89,Air,12
68080,21.14,Sea,146
68081,5.3,Sea,128
68082,42.38,Sea,159
68083,8.9,Air,177
68084,33.83,Sea,117
68085,17.31,Land,176
68086,43.05,Sea,189
68087,29.55,Land,158
68088,11.76,Sea,116
68089,1.13,Land,51
68090,11.01,Air,81
68091,18.58,Air,188
68092,35.57,Land,15
68093,11.2,Land,199
68094,13.44,Sea,42
68095,22.04,Land,80
68096,2.62,Air,182
68097,38.54,Air,65
68098,4.4,Air,16
68099,36.98,Sea,100
68100,13.76,Sea,170
68101,23.27,Sea,65
68102,20.81,Land,115
68103,13.04,Land,44
68104,13.16,Sea,1
68105,47.48,Land,50
68106,15.62,Sea,123
68107,9.56,Sea,189
68108,12.9,Land,101
68109,34.91,Air,163
68110,15.79,Land,18
68111,8.99,Sea,183
68112,21.02,Sea,176
68113,6.32,Air,44
68114,20.23,Land,11
68115,43.18,Sea,145
68116,18.96,Air,39
68117,25.95,Land,37
68118,39.56,Land,95
68119,26.04,Land,41
68120,2.85,Sea,55
68121,11.14,Sea,96
68122,44.77,Air,190
68123,40.21,Air,112
68124,38.15,Land,161
68125,27.6,Air,50
68126,17.99,Sea,166
68127,34.87,Sea,144
68128,33.34,Sea,162
68129,32.32,Sea,78
68130,25.43,Air,128
68131,13.34,Sea,164
68132,22.05,Sea,15
68133,25.85,Air,56
68134,11.19,Sea,185
68135,11.89,Land,78
68136,39.7,Air,88
68137,16.33,Sea,11
68138,48.7,Air,93
68139,22.1,Sea,68
68140,30.63,Land,96
68141,25.45,Sea,32
68142,24.91,Land,67
68143,44.56,Land,134
68144,5.1,Land,147
68145,17.61,Air,145
68146,14.66,Land,124
68147,16.64,Land,48
68148,45.67,Land,192
68149,3.96,Air,133
68150,14.53,Land,125
68151,37.02,Land,91
68152,12.32,Sea,36
68153,41.74,Land,185
68154,16.83,Air,96
68155,6.1,Sea,43
68156,26.2,Air,98
68157,25.81,Sea,79
68158,2.44,Land,73
68159,36.04,Land,130
68160,7.52,Land,103
68161,11.06,Land,173
68162,28.34,Air,70
68163,44.59,Land,162
68164,1.52,Sea,124
68165,41.23,Land,104
68166,37.83,Air,22
68167,8.5,Air,8
68168,18.97,Land,20
68169,45.35,Land,186
68170,7.75,Land,38
68171,6.01,Air,137
68172,36.89,Air,147
68173,23.81,Sea,160
68174,14.56,Land,75
68175,9.01,Air,121
68176,36.25,Land,190
68177,22.26,Land,118
68178,12.35,Sea,92
68179,47.2,Sea,113
68180,28.27,Air,164
68181,17.98,Sea,21
68182,36.12,Air,194
68183,25.07,Land,71
68184,0.97,Air,116
68185,42.11,Sea,89
68186,3.78,Air,42
68187,49.47,Land,57
68188,17.81,Land,85
68189,26.48,Land,102
68190,49.98,Air,77
68191,13.83,Land,90
68192,23.4,Sea,87
68193,37.87,Air,141
68194,23.62,Air,164
68195,17.02,Land,137
68196,6.47,Sea,84
68197,25.9,Air,169
68198,27.81,Air,72
68199,12.02,Air,26
68200,17.03,Land,38
68201,15.28,Sea,91
68202,21.65,Air,182
68203,40.01,Sea,87
68204,16.96,Land,142
68205,13.99,Land,145
68206,42.07,Sea,62
68207,40.65,Sea,190
68208,39.77,Land,191
68209,37.27,Sea,138
68210,44.49,Sea,143
68211,35.8,Air,186
68212,8.89,Sea,151
68213,2.13,Land,34
68214,9.5,Land,151
68215,18.55,Land,22
68216,3.12,Sea,170
68217,37.97,Sea,157
68218,32.24,Air,177
68219,36.04,Air,145
68220,5.24,Sea,156
68221,16.77,Sea,168
68222,23.24,Sea,122
68223,30.33,Air,23
68224,40.24,Land,172
68225,48.86,Land,1
68226,4.57,Air,42
68227,32.26,Sea,66
68228,7.18,Sea,17
68229,15.34,Air,98
68230,38.72,Land,13
68231,49.71,Air,135
68232,26.56,Land,26
68233,17.98,Air,186
68234,11.1,Air,92
68235,39.24,Land,71
68236,45.23,Sea,127
68237,42.5,Air,123
68238,25.73,Air,62
68239,29.66,Sea,41
68240,41.91,Land,103
68241,46.48,Air,172
68242,46.98,Sea,8
68243,34.64,Sea,63
68244,9.99,Sea,7
68245,15.99,Land,70
68246,13.68,Air,10
68247,9.09,Air,155
68248,12.91,Sea,84
68249,43.56,Sea,3
68250,38.63,Sea,158
68251,2.66,Land,95
68252,7.81,Air,21
68253,49.25,Sea,84
68254,11.69,Air,35
68255,31.9,Land,52
68256,10.68,Land,146
68257,12.07,Sea,188
68258,25.18,Air,28
68259,24.64,Sea,78
68260,32.49,Air,112
68261,8.83,Air,58
68262,13.5,Sea,113
68263,31.4,Land,193
68264,5.32,Air,133
68265,45.51,Air,188
68266,9.35,Sea,183
68267,22.2,Air,69
68268,5.88,Sea,188
68269,34.4,Sea,146
68270,16.68,Land,35
68271,4.15,Sea,196
68272,29.84,Land,93
68273,49.04,Air,80
68274,43.61,Sea,20
68275,35.29,Sea,197
68276,1.13,Air,64
68277,43.06,Air,114
68278,44.89,Air,157
68279,2.38,Air,192
68280,6.56,Sea,1
68281,22.85,Land,193
68282,20.4,Land,43
68283,15.07,Land,97
68284,10.3,Air,169
68285,27.68,Air,114
68286,38.68,Air,96
68287,46.88,Land,104
68288,15.4,Air,18
68289,35.31,Sea,8
68290,39.52,Land,25
68291,24.16,Sea,168
68292,46.09,Air,77
68293,1.64,Air,112
68294,45.07,Air,176
68295,44.68,Land,150
68296,7.28,Sea,199
68297,22.25,Sea,64
68298,26.04,Land,191
68299,20.4,Land,30
68300,44.83,Sea,196
68301,35.79,Land,36
68302,6.61,Land,59
68303,46.36,Land,147
68304,2.79,Air,26
68305,29.99,Air,57
68306,26.37,Air,78
68307,4.08,Sea,181
68308,34.94,Land,143
68309,48.15,Air,136
68310,23.19,Sea,35
68311,25.94,Air,132
68312,19.5,Sea,76
68313,43.82,Land,32
68314,46.43,Land,128
68315,20.16,Land,41
68316,44.6,Air,97
68317,10.62,Sea,10
68318,23.16,Land,89
68319,12.97,Sea,43
68320,11.58,Sea,43
68321,42.92,Sea,64
68322,35.85,Land,145
68323,3.81,Land,139
68324,37.99,Land,58
68325,28.86,Land,170
68326,39.46,Land,173
68327,29.87,Land,49
68328,19.18,Land,159
68329,25.0,Land,79
68330,7.51,Air,128
68331,15.88,Sea,14
68332,1.61,Sea,11
68333,20.61,Air,75
68334,5.02,Land,16
68335,33.2,Land,42
68336,45.67,Air,130
68337,37.16,Sea,91
68338,10.77,Air,179
68339,25.6,Land,40
68340,35.74,Sea,96
68341,40.38,Air,18
68342,14.51,Sea,186
68343,24.12,Land,78
68344,5.66,Land,10
68345,36.45,Land,197
68346,22.02,Air,129
68347,2.56,Land,61
68348,26.71,Sea,143
68349,39.67,Sea,23
68350,2.7,Air,54
68351,20.46,Air,90
68352,24.35,Air,68
68353,49.98,Sea,154
68354,11.33,Air,127
68355,41.05,Air,111
68356,7.72,Sea,171
68357,48.22,Air,61
68358,15.68,Land,77
68359,7.71,Sea,16
68360,19.4,Air,10
68361,1.25,Sea,55
68362,5.89,Land,43
68363,25.06,Sea,46
68364,47.06,Land,185
68365,22.52,Air,65
68366,33.18,Land,128
68367,35.5,Land,60
68368,2.31,Land,102
68369,16.44,Land,125
68370,49.85,Sea,156
68371,0.85,Sea,6
68372,23.77,Land,110
68373,41.95,Air,92
68374,14.78,Sea,24
68375,49.83,Land,45
68376,24.56,Land,70
68377,45.74,Sea,1
68378,26.65,Air,157
68379,20.18,Land,5
68380,35.65,Air,114
68381,47.93,Land,12
68382,19.12,Land,54
68383,43.31,Air,136
68384,33.15,Sea,107
68385,19.24,Air,71
68386,3.25,Air,70
68387,15.91,Land,136
68388,41.65,Sea,192
68389,5.21,Air,154
68390,28.82,Sea,1
68391,25.84,Sea,155
68392,33.25,Sea,159
68393,46.98,Air,119
68394,37.71,Land,106
68395,25.78,Sea,181
68396,41.6,Land,114
68397,35.23,Land,116
68398,44.83,Air,48
68399,36.36,Air,138
68400,37.77,Air,156
68401,4.66,Air,12
68402,0.69,Land,15
68403,47.8,Land,66
68404,12.98,Air,82
68405,8.67,Land,117
68406,8.36,Air,125
68407,37.03,Land,190
68408,2.8,Land,44
68409,33.22,Air,171
68410,28.79,Air,23
68411,7.79,Land,138
68412,7.2,Land,6
68413,7.07,Air,123
68414,13.35,Land,145
68415,32.27,Sea,177
68416,10.74,Sea,186
68417,33.17,Sea,49
68418,48.6,Air,195
68419,43.17,Air,65
68420,40.0,Sea,10
68421,47.48,Land,196
68422,30.82,Land,101
68423,38.56,Air,61
68424,38.81,Air,141
68425,48.74,Air,92
68426,32.54,Sea,95
68427,14.02,Sea,163
68428,10.19,Sea,145
68429,15.68,Air,132
68430,38.21,Sea,140
68431,33.0,Land,194
68432,11.35,Sea,70
68433,43.06,Air,173
68434,49.08,Sea,127
68435,37.98,Sea,114
68436,3.57,Land,168
68437,31.56,Sea,120
68438,46.92,Sea,138
68439,15.99,Air,83
68440,29.48,Land,2
68441,11.74,Land,56
68442,44.09,Sea,66
68443,43.56,Land,13
68444,18.54,Air,159
68445,17.81,Land,40
68446,0.5,Sea,65
68447,16.21,Sea,144
68448,39.18,Sea,77
68449,1.92,Air,117
68450,10.54,Air,175
68451,36.65,Land,123
68452,32.58,Sea,102
68453,49.34,Air,7
68454,19.84,Air,17
68455,7.1,Land,125
68456,33.4,Sea,102
68457,4.41,Land,145
68458,6.28,Sea,118
68459,28.61,Sea,61
68460,23.86,Land,73
68461,13.55,Air,131
68462,24.16,Sea,173
68463,43.48,Sea,187
68464,36.39,Air,186
68465,23.01,Air,32
68466,15.91,Land,67
68467,29.32,Air,1
68468,0.64,Air,104
68469,36.79,Land,8
68470,40.22,Land,30
68471,6.53,Land,183
68472,20.43,Sea,56
68473,7.68,Sea,6
68474,47.47,Sea,160
68475,41.39,Air,67
68476,1.49,Air,68
68477,48.53,Land,28
68478,7.52,Land,109
68479,4.66,Sea,108
68480,2.11,Sea,13
68481,39.64,Air,87
68482,46.3,Sea,67
68483,5.23,Land,127
68484,49.17,Sea,38
68485,16.14,Land,24
68486,34.1,Sea,12
68487,49.32,Land,9
68488,0.92,Land,1
68489,27.57,Land,148
68490,32.97,Air,184
68491,18.88,Air,81
68492,5.94,Air,32
68493,31.25,Land,69
68494,2.83,Sea,84
68495,46.21,Air,120
68496,23.37,Sea,181
68497,45.56,Air,156
68498,41.91,Sea,7
68499,0.68,Sea,136
68500,23.23,Land,151
68501,44.45,Air,7
68502,18.92,Land,107
68503,16.5,Land,152
68504,34.44,Sea,176
68505,35.4,Sea,82
68506,32.34,Sea,88
68507,18.49,Land,77
68508,3.65,Air,190
68509,46.19,Land,8
68510,16.2,Air,173
68511,39.88,Land,41
68512,17.91,Land,111
68513,24.99,Land,19
68514,19.0,Land,19
68515,4.53,Air,138
68516,16.81,Sea,35
68517,47.81,Land,10
68518,5.96,Sea,72
68519,28.01,Air,172
68520,48.44,Sea,140
68521,1.52,Sea,186
68522,3.92,Land,152
68523,45.5,Land,7
68524,36.91,Land,194
68525,27.49,Sea,20
68526,27.06,Sea,15
68527,48.76,Land,19
68528,1.54,Sea,11
68529,13.89,Air,2
68530,16.18,Land,169
68531,6.41,Sea,198
68532,18.18,Air,48
68533,18.84,Air,41
68534,47.96,Air,120
68535,22.38,Air,149
68536,46.77,Air,65
68537,40.6,Land,106
68538,36.97,Air,143
68539,16.86,Sea,181
68540,21.64,Sea,50
68541,2.71,Air,19
68542,19.18,Air,17
68543,43.59,Land,188
68544,39.18,Air,96
68545,40.51,Sea,146
68546,11.47,Land,113
68547,10.9,Sea,188
68548,33.34,Air,154
68549,32.74,Air,74
68550,10.17,Sea,162
68551,36.12,Land,82
68552,19.12,Land,61
68553,44.4,Land,58
68554,18.54,Land,63
68555,11.88,Land,58
68556,10.2,Land,183
68557,44.96,Air,148
68558,43.07,Land,60
68559,21.58,Sea,61
68560,12.42,Air,170
68561,14.58,Sea,49
68562,19.56,Land,17
68563,2.7,Land,82
68564,3.83,Air,20
68565,46.41,Land,67
68566,38.42,Air,120
68567,40.79,Air,22
68568,24.19,Land,168
68569,18.57,Air,53
68570,5.05,Air,60
68571,28.13,Sea,35
68572,37.3,Sea,32
68573,10.2,Land,82
68574,19.76,Sea,49
68575,46.4,Land,77
68576,42.27,Land,116
68577,40.02,Air,57
68578,2.45,Air,61
68579,8.7,Land,175
68580,15.65,Sea,107
68581,15.53,Land,10
68582,6.88,Land,31
68583,14.83,Air,105
68584,21.69,Air,19
68585,2.94,Air,72
68586,20.46,Sea,176
68587,25.08,Land,72
68588,2.53,Sea,60
68589,33.87,Air,134
68590,4.45,Sea,120
68591,32.57,Sea,99
68592,49.71,Air,57
68593,3.5,Land,193
68594,13.97,Sea,37
68595,6.9,Sea,178
68596,18.78,Land,25
68597,41.85,Sea,6
68598,46.51,Sea,55
68599,42.07,Land,110
68600,34.71,Land,189
68601,36.0,Sea,102
68602,6.46,Land,24
68603,12.81,Land,30
68604,18.51,Sea,51
68605,2.98,Air,171
68606,41.17,Sea,154
68607,13.16,Sea,129
68608,3.09,Land,175
68609,4.12,Air,19
68610,48.49,Air,164
68611,45.64,Air,192
68612,47.96,Land,62
68613,47.86,Land,5
68614,40.07,Air,48
68615,14.16,Air,155
68616,16.58,Land,82
68617,20.4,Land,76
68618,39.36,Sea,70
68619,46.38,Sea,187
68620,22.3,Land,129
68621,15.42,Air,171
68622,12.52,Land,1
68623,13.2,Air,164
68624,0.84,Land,156
68625,12.09,Sea,9
68626,15.1,Sea,52
68627,38.89,Sea,22
68628,27.65,Land,171
68629,16.89,Land,108
68630,30.06,Air,133
68631,39.52,Land,78
68632,30.7,Land,127
68633,3.98,Sea,12
68634,12.43,Air,167
68635,14.65,Sea,53
68636,18.47,Land,54
68637,1.72,Sea,46
68638,37.34,Sea,18
68639,23.78,Air,7
68640,44.88,Land,197
68641,26.13,Air,102
68642,49.41,Sea,170
68643,35.18,Air,52
68644,44.4,Air,66
68645,48.68,Land,1
68646,23.85,Air,17
68647,31.84,Sea,105
68648,45.74,Air,73
68649,28.98,Sea,121
68650,3.11,Air,47
68651,35.0,Air,72
68652,46.82,Air,153
68653,39.17,Land,186
68654,39.67,Air,76
68655,4.42,Sea,76
68656,37.0,Sea,33
68657,2.1,Land,174
68658,46.57,Air,82
68659,45.76,Sea,164
68660,49.02,Air,40
68661,15.51,Land,104
68662,27.24,Air,132
68663,29.15,Air,40
68664,28.06,Sea,91
68665,20.9,Land,93
68666,49.35,Land,2
68667,44.39,Land,12
68668,30.71,Air,180
68669,32.56,Land,173
68670,35.86,Sea,126
68671,30.38,Sea,105
68672,35.52,Air,147
68673,40.92,Land,111
68674,48.9,Land,19
68675,42.53,Sea,85
68676,6.9,Sea,46
68677,27.55,Air,86
68678,31.78,Air,37
68679,13.65,Sea,103
68680,24.04,Land,140
68681,46.67,Land,36
